Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
921,2022-07-17,08:37:29,Sunday,July,2022,Morning,Daytime,White Collar Crime,No,Industrial,23,Female,Indian,Yes,Yes,Solved,Gunshot wound,Deceased,346,Central,44.641902,-52.572843,Minor,Yes,"Librarian, public",Industrial buyer
922,2022-01-15,18:57:37,Saturday,January,2022,Evening,Night,White Collar Crime,Yes,Commercial,63,Female,Other,Yes,Yes,Open,Stab wound,Alive,89,South,26.592960,-33.772171,Severe,Yes,"Horticulturist, commercial",Museum/gallery conservator
923,2022-09-28,23:08:25,Wednesday,September,2022,Evening,Night,White Collar Crime,Yes,Industrial,62,Female,Indian,No,No,Closed,None,Alive,155,Central,-4.109506,-68.500808,Severe,Yes,Chief of Staff,Immunologist
924,2022-07-18,04:37:14,Monday,July,2022,Morning,Daytime,White Collar Crime,No,Commercial,61,Female,Other,No,No,Open,Internal injuries,Deceased,122,South,-62.733776,-49.807466,Moderate,No,Osteopath,"Social research officer, government"
925,2021-05-24,00:23:11,Monday,May,2021,Morning,Daytime,White Collar Crime,Yes,Residential,50,Male,Other,Yes,Yes,Solved,Gunshot wound,Alive,287,East,-32.868378,44.608201,Minor,Yes,"Psychologist, forensic",Financial risk analyst
926,2022-05-03,07:33:07,Tuesday,May,2022,Morning,Daytime,Property Crime,No,Commercial,32,Female,Indian,Yes,Yes,Closed,Fractures,Alive,328,Central,7.857962,30.699887,Minor,No,Brewing technologist,Textile designer
927,2024-01-20,07:02:06,Saturday,January,2024,Morning,Daytime,White Collar Crime,Yes,Industrial,50,Male,Indian,No,No,Under Investigation,Severe lacerations,Alive,190,North,-64.0312375,-90.537848,Moderate,No,Community arts worker,"Scientist, research (physical sciences)"
928,2022-04-08,08:46:30,Friday,April,2022,Morning,Daytime,White Collar Crime,No,Public,19,Female,Indian,Yes,No,Open,Gunshot wound,Deceased,119,West,-87.6850405,29.513686,Severe,Yes,"Nurse, learning disability","Engineer, civil (contracting)"
929,2020-03-18,10:06:25,Wednesday,March,2020,Morning,Daytime,Cyber Crime,No,Industrial,61,Male,Indian,No,No,Open,Head injury,Deceased,16,West,-46.289055,-147.557162,Severe,No,Pathologist,"Physicist, medical"
930,2022-11-01,02:48:45,Tuesday,November,2022,Morning,Daytime,Cyber Crime,No,Residential,22,Male,Other,No,No,Under Investigation,None,Deceased,203,South,11.956579,-158.188221,Moderate,No,"Geologist, engineering",Public librarian
931,2020-02-14,18:04:52,Friday,February,2020,Evening,Night,Cyber Crime,No,Commercial,39,Female,Indian,Yes,Yes,Open,None,Deceased,168,Central,-80.488524,-98.941894,Minor,Yes,Warehouse manager,"Surveyor, land/geomatics"
932,2022-01-05,21:05:42,Wednesday,January,2022,Evening,Night,White Collar Crime,No,Commercial,60,Male,Indian,Yes,No,Closed,Minor cuts and bruises,Deceased,95,East,-0.8278745,48.288860,Severe,Yes,Counselling psychologist,Risk analyst
933,2022-06-25,16:02:48,Saturday,June,2022,Afternoon,Daytime,Property Crime,Yes,Commercial,40,Female,Other,No,No,Under Investigation,None,Deceased,257,South,40.583254,-47.518291,Severe,No,Cabin crew,Geophysical data processor
934,2021-04-01,10:06:52,Thursday,April,2021,Morning,Daytime,Property Crime,No,Residential,35,Female,Indian,Yes,Yes,Open,Broken bones,Alive,187,East,-38.0320695,-47.698100,Moderate,No,Contractor,"Administrator, Civil Service"
935,2020-03-27,21:05:09,Friday,March,2020,Evening,Night,White Collar Crime,Yes,Industrial,30,Male,Indian,No,No,Under Investigation,Internal injuries,Alive,220,Central,-15.8787095,-18.087367,Moderate,Yes,Secondary school teacher,Advertising account planner
936,2023-03-29,09:46:36,Wednesday,March,2023,Morning,Daytime,Violent Crime,No,Industrial,61,Male,Other,Yes,Yes,Under Investigation,Head injury,Deceased,279,Central,75.339038,170.119852,Moderate,No,Diplomatic Services operational officer,Arboriculturist
937,2021-06-03,11:28:03,Thursday,June,2021,Morning,Daytime,White Collar Crime,No,Commercial,49,Female,Indian,No,No,Open,Fractures,Alive,35,West,-87.5236775,100.052327,Moderate,Yes,Office manager,Manufacturing systems engineer
938,2020-10-11,17:14:37,Sunday,October,2020,Afternoon,Daytime,Violent Crime,No,Industrial,52,Male,Other,Yes,Yes,Under Investigation,Broken bones,Alive,299,West,-82.991266,68.125162,Moderate,Yes,Sales executive,Exhibition designer
939,2022-03-15,00:53:18,Tuesday,March,2022,Morning,Daytime,Cyber Crime,No,Residential,22,Male,Indian,Yes,Yes,Under Investigation,Severe lacerations,Deceased,319,East,-74.133456,52.412309,Moderate,No,"Production designer, theatre/television/film",Records manager
940,2021-05-29,19:35:30,Saturday,May,2021,Evening,Night,Property Crime,No,Commercial,54,Female,Indian,Yes,Yes,Solved,None,Alive,340,North,79.347868,-120.945102,Severe,Yes,Special effects artist,"Scientist, clinical (histocompatibility and immunogenetics)"
941,2020-10-21,18:27:54,Wednesday,October,2020,Evening,Night,Property Crime,No,Public,62,Female,Indian,No,No,Open,No visible injuries,Alive,210,North,-31.5860055,157.557952,Moderate,Yes,"Surveyor, land/geomatics",Office manager
942,2022-09-26,20:08:06,Monday,September,2022,Evening,Night,White Collar Crime,No,Public,24,Male,Indian,No,No,Closed,None,Deceased,263,South,-28.008357,140.700508,Moderate,No,Barrister's clerk,"Investment banker, operational"
943,2022-05-16,01:09:03,Monday,May,2022,Morning,Daytime,Violent Crime,No,Commercial,27,Male,Indian,No,No,Open,None,Deceased,29,Central,71.3196425,134.280461,Minor,No,Electrical engineer,Clinical cytogeneticist
944,2023-11-27,03:24:48,Monday,November,2023,Morning,Daytime,Drug Offense,Yes,Public,31,Male,Indian,Yes,Yes,Under Investigation,None,Deceased,185,West,-83.848222,76.642323,Minor,Yes,Manufacturing systems engineer,Fitness centre manager
945,2023-09-13,07:26:34,Wednesday,September,2023,Morning,Daytime,White Collar Crime,No,Residential,27,Female,Other,No,No,Closed,Minor cuts and bruises,Deceased,323,North,-80.0210485,102.859660,Moderate,No,"Editor, commissioning","Designer, multimedia"
946,2023-08-29,20:44:41,Tuesday,August,2023,Evening,Night,Property Crime,Yes,Residential,27,Male,Other,Yes,No,Solved,None,Alive,111,South,-36.653222,-18.552806,Moderate,Yes,Trade union research officer,Ship broker
947,2020-06-08,13:27:56,Monday,June,2020,Afternoon,Daytime,Violent Crime,Yes,Commercial,54,Male,Other,Yes,Yes,Closed,None,Alive,285,North,-28.258252,-167.242199,Minor,No,"Teacher, primary school",Merchant navy officer
948,2022-03-11,09:24:50,Friday,March,2022,Morning,Daytime,Violent Crime,No,Commercial,18,Male,Indian,Yes,Yes,Open,None,Deceased,142,North,74.1156235,-28.516821,Minor,No,Health promotion specialist,"Scientist, water quality"
949,2022-10-25,01:57:23,Tuesday,October,2022,Morning,Daytime,White Collar Crime,Yes,Public,61,Female,Other,No,No,Open,None,Deceased,3,East,-54.9091735,-144.180802,Severe,Yes,Prison officer,Software engineer
950,2020-12-19,21:41:30,Saturday,December,2020,Evening,Night,Violent Crime,No,Residential,55,Male,Other,No,No,Open,None,Alive,88,North,-63.8594945,-97.568109,Minor,No,"Development worker, international aid",Lexicographer
951,2023-07-12,10:42:22,Wednesday,July,2023,Morning,Daytime,Violent Crime,Yes,Industrial,48,Male,Other,No,No,Solved,None,Alive,4,West,54.6952255,-45.174608,Minor,Yes,Management consultant,Manufacturing systems engineer
952,2022-02-27,11:16:39,Sunday,February,2022,Morning,Daytime,Violent Crime,No,Residential,52,Female,Indian,No,No,Open,Minor cuts and bruises,Alive,337,North,-87.081173,99.020998,Minor,Yes,Biomedical scientist,Petroleum engineer
953,2020-12-11,14:07:59,Friday,December,2020,Afternoon,Daytime,White Collar Crime,No,Industrial,36,Female,Indian,No,No,Closed,Stab wound,Deceased,307,Central,22.882523,66.666135,Minor,Yes,"Buyer, retail",Chiropodist
954,2023-11-16,21:30:19,Thursday,November,2023,Evening,Night,Violent Crime,Yes,Commercial,60,Female,Indian,Yes,Yes,Closed,None,Deceased,29,South,-50.643699,25.020120,Minor,No,Electrical engineer,Osteopath
955,2020-04-15,07:57:48,Wednesday,April,2020,Morning,Daytime,Drug Offense,No,Commercial,53,Female,Other,No,No,Under Investigation,Broken bones,Alive,310,West,24.2826325,-30.524598,Minor,No,Heritage manager,Counsellor
956,2020-09-17,22:30:07,Thursday,September,2020,Evening,Night,Violent Crime,Yes,Commercial,44,Male,Indian,Yes,No,Under Investigation,None,Alive,360,Central,62.1052145,58.100777,Moderate,No,Sports coach,Interior and spatial designer
957,2021-08-08,18:56:01,Sunday,August,2021,Evening,Night,Violent Crime,No,Industrial,60,Female,Other,Yes,No,Closed,None,Alive,303,South,88.7658925,179.727194,Minor,Yes,Armed forces operational officer,English as a second language teacher
958,2023-10-12,23:11:35,Thursday,October,2023,Evening,Night,Cyber Crime,No,Residential,23,Male,Indian,Yes,Yes,Closed,Internal injuries,Alive,29,South,78.909457,92.213655,Severe,No,Osteopath,Copy
959,2020-04-15,02:30:48,Wednesday,April,2020,Morning,Daytime,White Collar Crime,No,Residential,61,Male,Indian,Yes,Yes,Open,None,Alive,84,North,-37.1776625,-27.665087,Severe,No,"Surveyor, commercial/residential","Engineer, land"
960,2022-04-03,23:44:00,Sunday,April,2022,Evening,Night,Violent Crime,Yes,Public,28,Male,Other,No,No,Closed,None,Alive,203,North,47.830068,16.737516,Severe,No,Higher education careers adviser,Music tutor
961,2021-02-12,09:35:47,Friday,February,2021,Morning,Daytime,Cyber Crime,No,Industrial,27,Female,Other,No,No,Open,Minor cuts and bruises,Deceased,220,West,-38.214535,155.332806,Severe,No,Hydrologist,"Engineer, maintenance"
962,2023-10-24,17:50:46,Tuesday,October,2023,Afternoon,Daytime,Property Crime,Yes,Residential,53,Male,Indian,No,No,Solved,Broken bones,Deceased,332,East,-89.1376795,-157.362729,Severe,No,Phytotherapist,Press photographer
963,2020-02-02,03:44:56,Sunday,February,2020,Morning,Daytime,Property Crime,Yes,Commercial,50,Male,Indian,Yes,Yes,Open,None,Deceased,167,West,-45.3021015,-124.567225,Minor,Yes,Medical technical officer,Personnel officer
964,2021-12-17,10:45:06,Friday,December,2021,Morning,Daytime,Property Crime,Yes,Industrial,49,Female,Other,No,No,Closed,Gunshot wound,Deceased,244,South,-17.8458275,35.595724,Severe,No,"Restaurant manager, fast food",Manufacturing systems engineer
965,2021-04-27,20:01:40,Tuesday,April,2021,Evening,Night,Violent Crime,Yes,Residential,40,Male,Other,No,No,Closed,Broken bones,Alive,348,West,-65.502079,-4.134702,Minor,No,"Engineer, structural",Architectural technologist
966,2023-05-07,16:41:35,Sunday,May,2023,Afternoon,Daytime,Violent Crime,No,Residential,39,Female,Indian,Yes,Yes,Under Investigation,None,Deceased,226,East,10.8496725,-30.501387,Severe,Yes,Landscape architect,"Engineer, broadcasting (operations)"
967,2024-04-15,21:41:32,Monday,April,2024,Evening,Night,Violent Crime,No,Public,62,Male,Other,No,No,Solved,Broken bones,Alive,298,East,-26.5179085,124.939783,Minor,Yes,Theatre director,Tax inspector
968,2020-04-23,10:31:22,Thursday,April,2020,Morning,Daytime,Drug Offense,Yes,Industrial,61,Male,Other,Yes,No,Open,None,Alive,356,East,41.858760,-47.424907,Moderate,Yes,"Engineer, land",Health visitor
969,2021-05-14,12:43:18,Friday,May,2021,Afternoon,Daytime,Cyber Crime,No,Residential,59,Male,Other,Yes,Yes,Under Investigation,None,Deceased,251,East,31.1118475,-55.698152,Minor,Yes,Armed forces logistics/support/administrative officer,Careers information officer
970,2021-12-20,05:47:22,Monday,December,2021,Morning,Daytime,Cyber Crime,Yes,Industrial,41,Female,Indian,No,No,Under Investigation,Internal injuries,Deceased,254,Central,16.663451,46.961820,Minor,Yes,Air broker,Dancer
971,2022-06-14,07:52:16,Tuesday,June,2022,Morning,Daytime,Drug Offense,Yes,Residential,58,Female,Indian,Yes,Yes,Closed,Gunshot wound,Deceased,309,West,-7.187563,172.088440,Minor,No,Armed forces operational officer,Tax adviser
972,2021-09-25,11:29:14,Saturday,September,2021,Morning,Daytime,Property Crime,No,Residential,41,Male,Indian,No,No,Closed,None,Deceased,123,South,40.5112445,25.203614,Minor,Yes,"Clinical scientist, histocompatibility and immunogenetics",Video editor
973,2022-12-19,00:46:11,Monday,December,2022,Morning,Daytime,Property Crime,No,Industrial,26,Female,Indian,No,No,Closed,None,Alive,42,Central,88.739114,65.782234,Moderate,Yes,Medical physicist,Environmental manager
974,2020-05-17,21:34:19,Sunday,May,2020,Evening,Night,Violent Crime,No,Residential,63,Female,Other,No,No,Open,No visible injuries,Alive,317,Central,-62.852738,12.290202,Moderate,Yes,"Psychologist, clinical","Engineer, aeronautical"
975,2022-08-21,18:56:51,Sunday,August,2022,Evening,Night,White Collar Crime,No,Residential,33,Male,Indian,Yes,No,Open,None,Deceased,37,Central,-63.3941675,-178.423000,Severe,No,Broadcast journalist,Toxicologist
976,2023-09-13,11:06:35,Wednesday,September,2023,Morning,Daytime,Drug Offense,Yes,Industrial,19,Female,Other,No,No,Solved,None,Deceased,95,Central,42.955348,-70.264749,Severe,Yes,Records manager,"Surveyor, insurance"
977,2023-06-13,03:41:29,Tuesday,June,2023,Morning,Daytime,Drug Offense,No,Public,55,Female,Indian,No,No,Closed,Broken bones,Alive,299,East,36.910212,-93.562194,Minor,No,"Designer, fashion/clothing","Accountant, chartered management"
978,2024-06-18,03:41:46,Tuesday,June,2024,Morning,Daytime,White Collar Crime,No,Industrial,18,Female,Other,No,No,Open,Gunshot wound,Alive,222,Central,-70.145490,41.620464,Severe,No,IT consultant,Editorial assistant
979,2020-09-05,09:29:06,Saturday,September,2020,Morning,Daytime,Drug Offense,No,Industrial,21,Male,Indian,No,No,Closed,None,Deceased,288,East,74.3749985,2.659688,Minor,Yes,"Programmer, applications",Water quality scientist
980,2021-08-22,05:17:30,Sunday,August,2021,Morning,Daytime,White Collar Crime,Yes,Residential,47,Female,Indian,No,No,Solved,Head injury,Deceased,17,Central,41.3404465,45.420514,Severe,No,Arts development officer,"Designer, industrial/product"
981,2022-02-16,22:48:19,Wednesday,February,2022,Evening,Night,Violent Crime,Yes,Industrial,21,Male,Indian,Yes,Yes,Under Investigation,None,Alive,283,Central,54.4790825,-21.934856,Severe,Yes,Press photographer,Therapeutic radiographer
982,2020-01-07,04:33:42,Tuesday,January,2020,Morning,Daytime,White Collar Crime,No,Industrial,24,Female,Other,No,No,Solved,None,Alive,234,Central,42.358105,-143.069384,Severe,No,Public house manager,"Horticulturist, amenity"
983,2023-12-21,07:44:53,Thursday,December,2023,Morning,Daytime,Drug Offense,No,Residential,55,Female,Indian,Yes,Yes,Under Investigation,None,Alive,268,South,58.775154,16.854601,Minor,No,Quantity surveyor,Water quality scientist
984,2020-08-05,04:19:35,Wednesday,August,2020,Morning,Daytime,Drug Offense,Yes,Residential,35,Male,Indian,Yes,Yes,Solved,Stab wound,Alive,312,North,-7.260901,-66.958115,Moderate,Yes,Personal assistant,"Psychologist, educational"
985,2022-12-28,16:07:15,Wednesday,December,2022,Afternoon,Daytime,Cyber Crime,No,Public,61,Female,Other,No,No,Open,Internal injuries,Deceased,324,South,83.3708655,-102.298477,Moderate,No,Race relations officer,Media planner
986,2020-07-18,10:30:02,Saturday,July,2020,Morning,Daytime,Violent Crime,Yes,Commercial,38,Male,Indian,Yes,Yes,Open,Broken bones,Alive,120,North,83.8927655,123.560535,Minor,Yes,"Engineer, manufacturing systems",Theatre manager
987,2021-02-24,00:37:27,Wednesday,February,2021,Morning,Daytime,Property Crime,No,Industrial,46,Male,Other,Yes,Yes,Under Investigation,Stab wound,Deceased,271,North,51.076754,-26.424030,Moderate,No,Ceramics designer,"Editor, film/video"
988,2020-01-14,17:34:27,Tuesday,January,2020,Afternoon,Daytime,Drug Offense,Yes,Commercial,32,Male,Indian,No,No,Closed,Stab wound,Alive,81,North,66.872912,108.775721,Minor,Yes,"Programmer, applications","Surveyor, building control"
989,2024-02-09,13:26:58,Friday,February,2024,Afternoon,Daytime,Violent Crime,No,Residential,53,Male,Other,No,No,Closed,Broken bones,Deceased,231,South,-41.333300,-177.214570,Minor,No,"Presenter, broadcasting",Management consultant
990,2022-07-26,02:44:16,Tuesday,July,2022,Morning,Daytime,White Collar Crime,No,Public,61,Male,Indian,Yes,No,Closed,None,Deceased,156,East,-77.189851,-162.410190,Moderate,No,Armed forces training and education officer,Fish farm manager
991,2023-08-07,07:58:51,Monday,August,2023,Morning,Daytime,Property Crime,No,Public,56,Female,Indian,Yes,Yes,Solved,None,Deceased,216,East,85.0000345,-130.819546,Minor,Yes,Armed forces training and education officer,Mining engineer
992,2023-12-30,22:10:35,Saturday,December,2023,Evening,Night,Drug Offense,Yes,Residential,38,Female,Other,No,No,Closed,Minor cuts and bruises,Deceased,24,South,-33.661094,-117.157554,Severe,No,"Geologist, engineering",Adult nurse
993,2021-06-24,19:51:01,Thursday,June,2021,Evening,Night,Property Crime,No,Commercial,52,Male,Other,No,No,Open,None,Alive,289,Central,72.6331015,-154.677027,Moderate,Yes,Broadcast engineer,Advertising account executive
994,2022-02-20,22:13:16,Sunday,February,2022,Evening,Night,Violent Crime,Yes,Residential,19,Male,Indian,No,No,Under Investigation,None,Alive,279,East,27.4995565,-94.865530,Moderate,No,"Engineer, water",Field trials officer
995,2021-11-11,11:05:39,Thursday,November,2021,Morning,Daytime,Property Crime,No,Public,39,Male,Indian,No,No,Solved,None,Alive,69,Central,86.671719,-170.384535,Minor,No,"Biochemist, clinical","Production assistant, radio"
996,2024-02-26,11:30:12,Monday,February,2024,Morning,Daytime,Violent Crime,No,Industrial,63,Male,Other,No,No,Solved,None,Alive,281,North,-49.3099295,166.813608,Moderate,Yes,Building surveyor,Biomedical engineer
997,2020-05-28,06:03:46,Thursday,May,2020,Morning,Daytime,White Collar Crime,Yes,Residential,40,Male,Indian,Yes,No,Solved,None,Alive,274,East,81.0099385,-57.396814,Minor,No,Operational investment banker,"Geneticist, molecular"
998,2020-01-31,14:47:34,Friday,January,2020,Afternoon,Daytime,Property Crime,No,Residential,44,Male,Indian,No,No,Closed,None,Deceased,137,North,-19.8711535,-126.088375,Moderate,Yes,"Surveyor, building control",Dealer
999,2020-09-05,06:28:24,Saturday,September,2020,Morning,Daytime,White Collar Crime,No,Commercial,23,Male,Indian,Yes,Yes,Under Investigation,None,Deceased,226,South,-4.5308445,157.647441,Moderate,Yes,"Scientist, research (maths)","Engineer, control and instrumentation"
1000,2024-07-17,14:43:18,Wednesday,July,2024,Afternoon,Daytime,Drug Offense,No,Commercial,40,Female,Indian,Yes,No,Closed,None,Deceased,251,South,74.538786,153.244281,Moderate,Yes,"Engineer, mining","Surveyor, mining"
